Recency,Frequency,MonetaryValue
21,10,2248.9900000000002
9,4,1328.55
268,1,301.9
22,3,598.2
126,1,233.22
25,3,5360.63
138,1,361.21999999999997
213,6,632.27
105,2,706.57
17,2,616.26
2,2,274.15000000000003
330,1,226.37
63,8,2938.91
119,3,1341.65
34,1,328.15
217,1,404.40000000000003
171,2,1038.46
71,5,373.65000000000003
0,2,326.75
195,1,207.50000000000003
127,3,428.68
46,3,594.24
5,14,3110.96
13,6,3844.22
17,3,251.91
27,7,1593.2
191,1,177.60000000000002
36,1,151.05
156,1,214.79999999999998
283,1,109.95
106,1,549.07
24,4,1971.87
74,4,322.41
15,2,370.47999999999996
157,1,101.10000000000001
43,1,575.41
10,2,887.65
31,7,1469.45
290,1,53.5
20,4,1116.47
332,1,153.9
17,2,494.44
3,23,6675.71
62,2,395.8
197,3,211.77
32,3,658.88
0,4,2027.5
6,8,1371.96
4,6,3512.53
9,4,896.66
31,5,734.77
52,1,109.36000000000001
11,2,707.04
17,9,1540.42
18,1,327.3
36,2,804.49
1,2,497.43
17,3,1553.66
81,4,1320.56
32,2,367.93
65,2,473.03000000000003
8,2,987.01
266,1,106.2
246,3,362.95
3,4,2157.4
60,1,752.43
74,2,668.36
89,2,584.5
59,3,555.89
28,2,317.2
322,1,94.36
52,4,1324.47
269,1,221.19
1,13,3046.21
56,5,1383.98
60,5,1486.9
153,2,1705.8
18,2,408.57
94,1,303.93
0,12,3522.3199999999997
264,2,299.6
311,1,177.5
69,1,443.05
301,2,74.85
18,1,163.07
12,10,2126.93
35,5,2028.88
18,2,214.65
53,1,151.83
56,1,262.2
21,2,126.25
43,1,210.35
26,3,1051.4
44,3,675.27
112,6,972.23
16,50,23008.12
24,1,346.12
190,1,133.56
301,1,302.7
1,10,1908.25
262,2,241.06
105,1,284.55
56,1,300.85
212,3,642.81
63,1,143.4
27,1,184.26
28,7,1522.25
5,5,798.35
7,5,3640.67
66,2,381.2
1,3,616.79
45,4,654.67
33,1,230.51
205,1,2.9
135,1,259.01
197,1,188.89000000000001
197,2,707.69
149,1,311.92
87,1,266.97
44,2,6.9
63,7,1841.18
98,5,2158.37
217,1,208.36
2,18,3482.7400000000002
27,3,814.72
177,1,151.42
73,3,136.0
20,4,1422.4
19,3,1314.68
33,7,1603.46
73,1,74.9
23,4,650.43
51,4,762.39
274,1,223.95000000000002
164,3,316.11
6,7,1871.5
87,4,544.3
63,7,2494.46
24,3,331.0
9,2,300.83
75,1,769.29
15,1,220.62
191,1,139.35
173,2,404.3
76,1,363.65
32,3,490.8
46,1,731.5
79,4,1351.63
296,1,826.53
2,3,684.41
8,3,1599.52
49,6,2965.69
160,2,100.97
359,2,365.45
4,6,400.86
106,4,1431.93
24,1,484.38
19,2,90.30000000000001
296,1,363.7
371,1,248.1
21,3,950.26
4,4,874.59
51,5,1540.73
29,1,101.69999999999999
276,1,162.7
60,2,484.32
24,2,215.07999999999998
185,3,1046.57
1,21,9418.470000000001
1,26,10429.45
171,1,290.36
80,1,228.06
3,1,244.41
189,1,455.25
21,7,1244.59
18,3,1095.56
4,1,593.75
109,1,548.97
2,4,1388.81
53,1,119.62
164,1,339.3
290,2,787.15
9,10,4154.64
108,5,2276.29
95,3,737.8
242,2,379.73
162,12,4554.26
41,3,837.1
34,2,285.89
66,7,3313.79
23,2,281.85
0,20,8086.49
26,2,841.41
5,2,511.12
53,1,845.74
363,1,173.7
14,5,614.66
193,2,704.5600000000001
2,1,124.2
14,10,3738.4
26,3,1421.69
126,3,1009.6
84,2,663.61
70,1,451.44
182,1,105.84
112,1,313.62
373,1,233.45
79,2,831.08
248,1,463.95
231,1,225.15
70,3,459.24
68,1,213.5
3,16,4063.28
50,3,330.03
74,1,181.09
60,1,360.16
15,2,250.15
3,1,69.52000000000001
285,1,145.04999999999998
3,6,813.52
40,1,244.79999999999998
35,1,528.08
74,2,482.47
17,14,3330.43
14,7,5493.46
218,1,75.66
185,1,129.49
32,4,1187.66
69,1,618.59
182,1,506.19
14,2,500.42
235,1,151.85
30,5,2647.59
263,1,226.21
3,2,178.96
51,4,813.48
245,1,129.45
80,2,810.5699999999999
274,1,333.08
0,17,3937.9
78,1,322.8
29,5,2188.05
73,2,417.73
16,6,2883.1
222,2,217.9
31,4,1154.47
22,10,1680.72
30,3,1257.51
105,1,231.10000000000002
4,2,688.33
245,1,487.51
177,2,833.78
169,2,214.06
42,1,290.65999999999997
71,1,518.42
58,7,6258.45
15,2,1212.66
140,4,601.27
17,6,3794.52
21,15,3125.0
9,4,933.62
367,1,123.24
188,1,39.12
15,3,810.45
361,1,135.39999999999998
18,1,118.98
67,2,570.13
14,6,306.71999999999997
23,3,1374.8700000000001
16,11,4095.9
35,2,418.35
1,20,7780.9400000000005
54,2,319.61
33,4,1592.1200000000001
2,12,3109.99
365,1,129.75
42,1,183.7
72,6,1770.34
4,5,958.88
3,16,19644.7
60,2,324.24
46,7,3062.83
0,4,1260.86
75,2,370.76
71,2,225.57999999999998
255,2,158.5
68,2,482.01
134,4,657.9000000000001
240,1,112.75
252,1,204.0
8,13,5076.55
8,13,4606.66
0,20,13601.550000000001
36,3,531.35
45,1,656.63
84,5,3029.87
18,10,2483.04
2,5,1620.79
8,11,3645.43
18,15,6610.17
218,3,1161.53
77,1,222.51999999999998
266,2,901.2
23,6,3858.38
368,1,623.75
14,7,1767.74
25,1,155.24
261,1,292.47
16,13,4641.53
90,2,589.15
301,7,781.02
25,5,1382.02
363,1,272.82
45,4,1054.67
37,21,7239.92
51,3,743.11
31,1,603.75
51,3,650.51
78,5,2300.56
297,1,3.75
176,1,323.0
46,1,464.9
28,7,2238.09
10,7,1304.76
86,17,6629.82
4,18,6593.9800000000005
37,2,836.06
17,5,1515.9
44,5,623.93
30,1,515.52
372,1,207.5
57,1,223.92000000000002
113,3,1496.83
214,1,239.4
318,1,106.83000000000001
64,1,369.34000000000003
7,3,789.79
96,1,316.62
19,3,1501.38
198,1,611.85
3,13,2799.25
293,1,34.0
272,2,1145.6
30,11,5391.4800000000005
47,3,478.09000000000003
259,1,380.39
57,5,770.1
32,5,2246.81
56,1,171.59
67,4,661.52
9,11,1695.66
59,1,388.28
79,2,226.35
73,2,245.94
1,22,10629.720000000001
99,2,425.19
371,1,311.25
9,13,2279.9
19,1,107.6
122,2,597.48
7,1,80.8
3,6,1545.6200000000001
28,7,1721.78
281,2,110.38000000000001
56,1,243.84
0,10,1222.71
364,1,414.88
88,1,305.62
10,1,1201.49
162,4,1619.73
64,1,332.3
22,3,536.99
173,2,460.59
102,4,801.49
142,3,1121.59
98,2,288.42
22,5,914.69
191,1,309.54
4,2,547.07
360,1,479.35
7,10,1632.5
13,21,6509.1
102,4,417.06
2,9,1604.75
10,11,3349.57
95,1,497.61
226,1,358.38
15,2,460.64
38,2,602.38
50,1,341.7
92,2,128.5
156,1,197.22
38,1,325.91
183,3,199.15
0,4,1106.53
227,1,413.46
127,2,180.85
39,2,251.87
30,11,3170.98
196,2,588.85
8,34,15308.43
36,6,1869.82
100,3,1264.19
42,16,9946.37
49,1,214.32
42,1,193.44
52,1,281.42
186,1,124.57
333,1,332.41
3,3,342.45
9,2,144.91000000000003
23,2,328.4
14,1,35.400000000000006
368,1,375.69000000000005
144,2,747.81
59,2,173.76
30,2,502.8
140,3,207.73999999999998
22,4,825.42
21,6,2812.34
76,3,198.78
4,6,7030.02
66,5,2095.53
11,6,853.72
83,1,13.3
30,7,1519.08
66,3,705.12
186,2,276.73
37,2,429.84000000000003
14,3,471.51
34,1,194.88
194,3,1578.67
1,5,809.7
0,5,525.54
366,1,145.93
64,1,219.14
298,2,289.78
25,3,508.81
7,6,1281.56
16,3,887.11
115,1,1706.88
28,1,373.24
3,16,3722.95
4,7,3102.43
81,4,579.77
28,5,981.65
71,1,301.38
3,8,1510.06
28,11,2575.38
289,1,113.44
35,1,208.46
8,6,621.6800000000001
23,2,576.26
276,1,391.52
49,6,1068.82
155,11,2596.45
60,1,169.79
11,19,7022.7300000000005
20,3,846.75
370,1,230.25
275,2,139.85
79,17,2847.6
3,7,1295.39
25,3,380.55
4,21,4604.22
52,1,161.94
0,2,563.23
54,2,950.9300000000001
25,1,262.68
8,4,1903.13
51,3,3049.88
12,9,1920.59
211,3,816.73
21,19,4336.86
235,1,406.48
138,3,348.62
3,6,1286.27
56,3,1178.56
134,3,1277.75
108,2,167.61
29,1,20.8
0,9,2085.08
184,4,518.67
17,1,308.74
238,2,416.64
86,1,117.35000000000001
38,3,507.05
115,1,234.17
186,1,110.55000000000001
226,1,169.87
7,7,1616.53
188,1,319.02
3,2,439.43
38,3,633.13
37,1,357.21
266,1,251.51999999999998
77,1,344.33
3,6,1852.0
254,2,845.76
60,1,384.06
12,7,1931.25
87,2,4481.35
16,10,5464.12
29,1,83.2
2,7,1625.05
4,1,126.12
6,6,503.25
218,1,179.0
10,5,1614.31
29,6,1456.96
287,3,702.0
149,4,295.0
22,2,484.82
0,11,3989.57
85,3,1493.73
45,2,1144.74
4,4,781.78
50,6,889.9300000000001
17,1,195.36
29,1,270.9
7,3,586.33
28,3,1842.56
2,20,8546.9
40,2,920.1
10,4,1272.61
30,1,71.0
44,3,95.85
60,3,357.77
184,2,154.82999999999998
78,6,890.29
63,1,146.87
11,2,380.35
85,3,775.74
15,3,745.52
245,2,433.53000000000003
87,1,1267.32
29,1,112.4
137,1,449.73
26,3,1081.57
2,5,1044.3799999999999
31,4,1735.18
24,1,739.6800000000001
112,3,339.44
156,1,642.02
84,3,1100.9
117,3,925.35
2,9,5659.9800000000005
95,6,3228.84
193,1,247.14000000000001
27,1,413.75
130,1,498.48
27,5,1356.33
81,3,1179.89
29,5,3004.32
265,1,81.60000000000001
73,11,5232.2300000000005
313,4,538.37
20,7,1461.14
58,3,859.35
11,21,4552.14
27,9,2709.7000000000003
113,1,312.14
27,9,2429.03
17,4,1446.09
17,4,834.12
35,3,841.0799999999999
35,2,378.2
77,1,118.80000000000001
21,2,287.62
24,2,290.16
32,2,2003.85
108,3,1405.78
34,2,2949.75
122,5,1566.65
6,6,1841.28
27,4,1991.01
3,7,2043.95
2,9,3827.76
49,4,1777.78
321,1,302.0
22,3,1324.16
14,4,1022.13
1,8,954.42
17,2,971.74
9,4,1621.73
261,1,25.5
158,2,665.78
32,6,10009.51
28,6,885.04
164,1,163.29999999999998
46,1,248.61
5,8,808.62
7,3,837.5
287,1,116.19999999999999
317,1,157.02
2,2,606.91
232,1,307.46
118,1,138.32
161,1,345.29999999999995
184,1,298.89
49,1,259.35
151,5,1004.75
334,1,157.09
4,5,2463.17
15,6,2342.2400000000002
106,2,425.0
15,7,1139.73
275,1,380.5
15,12,10668.47
246,1,285.32
238,1,579.0
0,2,912.57
105,3,749.78
22,4,1714.59
51,1,124.88
194,3,446.3
23,1,213.78
74,1,329.34
17,2,251.70000000000002
7,2,319.0
31,3,1266.97
21,3,1538.88
30,6,3518.03
28,10,1715.46
21,2,293.1
32,7,2467.35
283,1,158.68
38,2,206.34
57,2,835.78
288,1,224.91
78,1,317.76
4,8,3766.6
217,1,59.9
43,4,1348.49
201,1,306.13
177,3,711.79
55,4,796.03
56,2,160.72
7,6,3347.31
46,2,144.0
226,1,203.95
10,7,2474.23
105,2,384.40000000000003
58,2,444.74
27,7,2095.13
35,7,1397.6200000000001
273,2,262.62
29,1,1013.01
23,3,692.22
53,1,342.63
35,6,2959.89
174,4,1564.56
53,1,251.6
52,1,204.24
26,8,2317.2200000000003
252,1,226.85
39,7,2781.23
59,6,1069.1200000000001
233,1,113.5
3,10,1960.72
31,1,114.23
23,14,3198.25
6,2,335.13
64,1,354.15
309,2,426.79
308,1,291.49
18,6,939.32
15,8,1906.09
95,2,318.76
263,8,3638.41
11,10,3174.32
2,2,421.52
34,1,190.88
182,1,149.89000000000001
24,2,550.06
12,6,916.13
10,2,314.69
2,17,3744.65
312,1,382.5
107,2,1135.04
0,26,8676.85
52,1,954.9
204,1,171.45
14,1,282.19
119,1,318.65
3,2,384.52
362,1,283.28000000000003
116,2,353.86
17,1,178.26
4,2,272.44
40,2,298.41
106,2,240.0
147,2,603.37
51,5,1253.3600000000001
207,1,63.440000000000005
138,2,562.9
1,3,310.64
126,2,317.62
149,1,35.0
41,4,2148.63
34,1,111.97999999999999
227,2,1065.3500000000001
240,1,246.04
57,1,187.82999999999998
129,3,1074.1299999999999
59,6,1652.58
21,1,153.92
25,7,1064.11
8,7,1419.73
31,3,944.41
3,2,525.24
307,1,550.8000000000001
7,9,1875.1100000000001
28,3,556.95
16,1,131.78
100,2,498.42
11,4,669.11
20,1,197.63
14,5,1135.63
360,1,250.04
10,15,4397.84
94,1,82.75
77,2,1240.85
138,3,593.9
30,1,1765.08
24,8,2472.2400000000002
1,38,6136.74
45,2,963.6
99,3,1200.6200000000001
7,2,700.86
14,7,921.07
17,4,990.23
279,1,96.8
13,2,523.11
22,2,363.9
123,1,175.2
85,1,494.25
301,2,236.82
150,4,2027.8700000000001
16,8,6643.93
93,2,243.36
29,11,12336.01
156,3,781.36
354,1,193.64
45,1,160.57
14,4,537.74
3,15,2676.56
14,5,1159.52
178,1,110.75
7,4,1286.07
35,3,587.15
50,1,838.54
311,1,178.22
23,2,388.14
302,2,365.85
10,1,127.86
16,3,585.79
48,3,488.2
238,2,312.23
0,11,4481.18
12,8,4705.8
237,1,168.4
22,8,1785.47
72,4,446.18
16,3,423.89
40,8,1342.68
39,4,646.92
218,2,495.77
198,3,400.1
70,2,203.2
23,20,4100.92
10,1,404.66
23,16,3151.17
64,1,65.4
3,1,199.29
18,2,336.4
14,1,261.11
7,6,1499.46
19,2,784.11
77,2,191.07999999999998
0,33,25099.48
163,1,101.76
306,2,457.91
218,1,48.349999999999994
38,7,4405.2
21,2,696.41
114,3,653.38
125,5,2129.96
4,13,2633.85
35,1,281.62
3,12,9925.86
0,3,1031.41
332,3,2200.42
162,1,32.65
184,2,771.85
15,5,1214.72
11,3,778.94
2,7,1258.06
184,1,28.0
79,1,507.84
29,7,6893.42
41,2,463.46000000000004
10,12,4226.57
49,3,598.83
15,6,1923.21
45,2,698.41
18,2,759.17
7,6,5037.26
71,1,100.8
0,28,15854.29
127,3,524.9200000000001
32,2,265.76
312,1,403.3
17,2,365.76
87,1,303.15999999999997
1,7,2373.82
1,2,216.29999999999998
253,1,388.45000000000005
156,3,84.42
36,6,2248.56
151,2,2328.62
176,2,120.9
39,2,541.53
1,7,2520.86
7,32,24629.239999999998
0,7,1721.4
17,2,486.71999999999997
191,4,517.53
203,1,131.7
364,1,249.86
126,4,1320.1
14,1,316.5
42,2,657.3
93,6,622.4300000000001
22,3,757.46
59,2,675.69
15,5,1896.41
157,1,248.20000000000002
9,2,763.28
9,2,137.0
15,5,1870.97
44,5,1125.07
190,3,710.29
78,1,194.37
77,1,511.82
3,4,1255.59
64,3,414.04
260,1,396.87
58,2,376.64
0,7,2092.32
0,10,3253.59
247,1,374.57
7,2,497.56
358,1,271.05
75,1,272.22
289,1,622.88
16,3,1138.0
220,2,288.6
8,4,689.1
2,2,558.96
205,9,2997.0299999999997
161,2,1145.84
75,1,302.2
261,2,605.58
280,1,387.31
57,8,6115.14
24,1,308.48
2,30,71615.64
28,9,2073.9500000000003
71,1,513.2
127,1,208.65
30,4,639.02
14,5,768.08
308,1,153.94
16,6,1844.02
53,1,546.81
29,3,723.2099999999999
1,5,1070.71
10,2,314.28000000000003
360,1,145.0
359,1,422.70000000000005
4,4,1195.8999999999999
53,4,939.37
0,8,3628.5
0,10,2385.0
189,1,296.7
53,1,223.36
279,1,164.4
176,1,76.5
29,2,897.62
25,1,98.42
24,2,578.9
269,1,170.75
42,3,645.96
233,1,103.3
23,2,148.86
196,3,267.16
358,1,306.84
59,4,930.41
129,1,237.60000000000002
0,5,1753.45
19,2,483.26
205,1,157.9
13,3,541.46
94,5,854.95
18,1,167.62
13,7,1122.38
23,3,454.01
7,2,901.21
6,8,4099.48
331,1,344.14
49,4,1498.51
70,4,226.75000000000003
28,3,380.6
242,1,185.65
7,19,3622.68
217,1,143.45999999999998
4,3,448.90000000000003
252,3,215.72
0,25,11045.04
235,1,175.27
6,2,1242.3
108,4,1133.07
99,3,1146.96
59,4,2404.17
1,3,1479.22
72,7,2225.9700000000003
3,5,3927.34
84,2,993.18
11,2,388.79
22,7,2462.44
213,1,1983.89
17,1,161.67000000000002
238,1,116.00999999999999
1,6,4850.97
77,1,394.72
216,2,309.36
32,2,193.42
40,5,1112.22
6,15,3984.22
52,6,2048.45
22,14,4559.150000000001
56,1,390.07
129,3,329.6
173,2,244.79999999999998
5,3,971.58
311,1,218.52
59,1,81.44
20,3,1379.9
32,1,527.0500000000001
14,2,843.48
17,4,2047.0
80,1,75.75
5,8,1814.12
169,2,503.59999999999997
1,3,528.33
30,4,1324.84
35,9,2361.9700000000003
18,1,285.56
30,2,547.0600000000001
275,1,108.5
86,1,621.66
119,2,712.29
372,1,101.55
0,11,2895.64
218,3,1008.39
64,1,133.06
60,4,1797.5
137,1,868.49
20,1,166.08
11,10,3945.0
24,12,4867.72
36,4,751.32
276,1,117.55
10,7,2638.94
72,5,1674.69
25,2,548.62
16,12,2999.46
140,1,196.0
25,7,1802.91
18,2,604.64
3,2,728.16
65,5,2055.51
0,2,347.75
42,7,3406.7200000000003
227,1,205.7
15,4,1340.71
49,2,2926.17
1,6,1614.72
73,2,398.4
0,31,20374.28
3,6,1387.68
1,30,16312.83
263,1,298.11
52,2,1941.71
23,1,184.4
9,6,2474.33
43,1,239.41
16,7,2843.53
6,7,5739.46
29,15,4757.95
357,2,290.40000000000003
126,4,740.9399999999999
136,1,200.47
141,1,283.12
131,2,765.34
37,8,2285.71
235,1,338.95
260,1,154.95
16,4,2534.64
252,1,417.95
29,4,1824.37
34,3,798.74
168,2,885.19
2,9,1823.52
3,17,10504.49
184,2,152.4
187,2,267.08
169,1,137.45
10,2,385.1
44,1,522.91
320,1,153.0
22,11,5655.99
231,1,139.35
37,15,5396.04
25,4,1195.94
95,4,2118.04
172,4,1201.4
70,3,1033.0
15,11,3439.08
14,1,1060.25
3,3,2876.01
2,13,5298.4800000000005
78,4,1240.11
372,1,303.97
38,2,692.19
53,3,700.63
1,19,13110.02
8,3,377.44
8,2,168.24
18,4,1879.05
11,7,2447.91
112,2,355.11
3,6,2304.4
239,1,110.25
112,1,71.4
177,2,674.52
4,9,1797.57
0,5,1763.62
0,30,5353.29
18,8,3456.7000000000003
16,3,834.99
21,2,287.59
32,1,712.78
262,1,15.0
50,2,818.8199999999999
158,3,371.88
14,1,271.2
7,3,2273.1800000000003
12,10,3997.98
198,5,1143.27
56,2,245.81
10,2,182.77
96,4,1225.41
254,1,56.4
24,3,665.86
20,3,658.57
158,2,188.02
71,2,283.47
52,1,131.94
84,2,278.74
152,4,1865.19
73,2,291.7
280,1,225.9
26,14,1965.55
29,1,106.1
24,1,323.04
179,2,350.39
39,4,697.9
21,3,780.43
21,10,3055.93
36,9,1199.01
81,3,1285.04
73,1,327.99
10,1,546.04
15,12,5007.27
3,39,7837.7300000000005
12,4,732.16
13,5,1770.8799999999999
36,4,36.56
3,3,387.68
71,7,3704.87
50,1,256.64
4,5,1995.46
22,4,1820.09
298,1,889.24
1,3,398.7
32,1,35.400000000000006
49,1,155.37
2,3,350.64
46,1,110.21000000000001
41,8,1593.38
26,5,2723.62
41,1,338.8
1,124,40686.37
302,1,205.48
106,1,51.559999999999995
80,9,901.1999999999999
217,4,605.8000000000001
371,34,5391.21
11,2,114.34
184,2,311.26
372,1,208.97
1,4,678.83
3,8,1071.06
5,10,3523.66
304,1,148.21
368,1,252.8
2,8,2100.8
323,1,330.9
58,6,3066.4
12,3,597.5
30,20,10526.32
142,1,329.65
29,6,635.5
106,5,428.18
1,11,1567.95
204,1,155.9
79,5,1859.16
184,6,683.46
169,1,237.61
43,1,379.45
173,1,178.51999999999998
364,1,458.92
303,1,133.35000000000002
2,4,671.77
3,4,717.45
11,1,190.19
31,3,899.61
128,1,111.35
37,7,622.73
211,2,203.87
322,2,602.09
161,1,203.85999999999999
55,3,244.1
224,1,112.25
71,8,1119.81
43,1,98.0
172,3,566.6
84,2,152.06
158,1,155.8
189,2,112.19999999999999
28,1,110.38
20,1,191.67
156,3,618.99
246,1,72.9
373,1,243.28
8,1,366.23
309,5,311.01
58,2,411.6
3,1,336.43
44,3,341.28
87,1,1304.04
3,17,4143.62
63,4,826.52
281,1,207.50000000000003
11,7,2740.5
372,1,244.08
132,2,397.29
44,2,212.54
10,4,843.0
35,5,1394.88
133,2,408.36
28,3,1331.57
51,2,704.25
137,2,145.79
4,1,389.84
8,7,4301.22
159,1,99.14
130,1,139.2
7,1,77.50000000000001
232,2,149.57999999999998
36,1,176.68
7,12,4720.0199999999995
71,3,482.2
39,3,1008.5400000000001
4,12,2211.76
218,3,394.1
248,1,12.75
65,1,111.68
116,1,508.4599999999999
170,1,73.78
20,39,1296.44
141,1,102.83
31,2,471.7
37,14,2622.57
150,4,594.43
371,1,123.07
373,1,277.35
165,2,228.2
210,1,480.59
241,1,136.04
51,1,337.04
24,3,740.79
14,13,4488.81
371,1,353.19
28,1,288.14
364,1,145.4
35,4,757.71
165,3,684.25
144,1,152.68
21,1,634.95
55,1,20.8
184,1,198.57
11,7,201.12
236,3,630.84
224,2,93.35
121,4,678.49
281,1,23.6
73,8,1915.47
36,2,382.06
11,2,417.23
361,1,169.47
3,2,249.72
22,1,444.68
69,5,343.45
234,1,257.34
256,1,174.8
372,1,102.78999999999999
154,2,187.29
27,1,166.42
3,1,120.03
31,5,1483.56
80,3,523.0
107,2,122.14
51,1,38.45
35,1,668.11
152,2,389.78
98,1,115.31
3,2,230.64999999999998
333,1,73.5
64,1,97.97
21,2,422.88
35,3,730.4
31,3,405.62
153,6,70.02
18,2,357.20000000000005
11,21,4183.39
53,1,165.04999999999998
24,3,559.51
3,10,2088.6
44,1,189.4
202,2,172.29000000000002
358,1,74.4
70,1,300.02
6,10,6784.1900000000005
287,1,363.65
9,1,170.16
22,3,306.46
21,10,1706.13
172,3,720.52
132,2,814.0
5,14,2392.83
74,1,318.0
39,1,396.33
288,1,101.69999999999999
25,5,2036.67
257,2,453.0
185,1,247.44
113,12,2147.6
373,1,489.6
22,10,2611.75
7,11,2633.0099999999998
216,2,336.13
44,4,1978.59
35,3,343.45
25,1,703.37
329,2,689.95
273,1,101.34
60,1,167.67000000000002
1,11,7778.26
92,4,2027.3200000000002
81,6,2384.3
312,2,509.85
11,3,911.15
7,6,2683.4
126,1,168.31
10,2,223.65
0,35,42637.36
36,1,754.64
37,1,113.48000000000002
329,1,430.7
253,1,271.0
1,26,7184.65
19,1,236.3
11,2,352.69
368,1,76.32000000000001
289,1,220.1
67,8,1373.57
25,1,320.72
10,26,5653.82
367,1,181.12
213,1,111.15
148,2,673.1
7,6,1826.21
23,2,589.4399999999999
29,4,1142.99
60,1,206.82999999999998
18,3,348.73
242,1,112.55000000000001
14,3,1059.39
28,5,681.9100000000001
62,3,784.33
294,1,152.65
17,6,5948.34
156,2,443.28000000000003
116,2,1000.16
30,11,1728.75
12,4,2861.55
140,2,160.35000000000002
45,2,179.33999999999997
50,3,612.0799999999999
31,3,566.58
134,2,653.35
2,2,399.19
74,3,371.62
12,2,734.94
8,2,453.4
300,1,530.15
56,2,638.0600000000001
14,5,1618.69
36,1,399.65000000000003
176,1,177.66
22,3,1384.8600000000001
175,6,1169.94
60,1,202.65
32,3,980.31
58,5,1231.31
14,17,5929.68
86,4,1728.1200000000001
6,1,104.0
357,1,476.35
30,6,1341.42
128,4,1590.81
8,6,1732.69
4,6,1843.75
23,1,382.8
226,2,632.07
14,1,49.8
248,1,304.25
14,3,1749.04
77,2,1090.24
191,2,284.46000000000004
261,1,207.79999999999998
71,1,957.97
164,1,243.76
81,1,713.2
94,2,689.13
3,17,3797.4
105,1,163.8
199,3,1396.99
156,1,160.42000000000002
70,3,1993.7
35,2,517.36
28,1,139.10000000000002
1,6,2621.38
25,5,600.07
325,1,248.42
236,1,232.48000000000002
88,1,299.34000000000003
30,1,481.75
28,2,621.75
210,2,662.08
2,10,2069.77
21,5,1041.61
92,1,443.0
4,14,6484.54
263,1,158.95000000000002
2,12,5509.12
43,11,5228.05
217,1,93.75
56,2,779.9
11,20,7276.900000000001
8,7,2810.2000000000003
191,5,2083.27
81,4,592.97
325,1,440.0
71,3,1796.48
29,6,882.24
2,5,987.1
218,5,1561.6100000000001
45,1,422.58
9,17,2073.09
71,4,2232.4900000000002
6,7,2567.06
23,2,596.1
122,2,804.02
16,1,95.34
309,1,349.27
86,1,306.0
50,2,526.67
88,1,103.3
38,8,2337.63
24,3,2338.6000000000004
172,6,2643.2000000000003
42,2,324.24
139,1,149.48
25,3,1213.1599999999999
71,2,801.51
133,1,25.5
365,1,168.6
37,2,283.15
2,6,3078.58
1,3,204.0
29,1,175.92
43,1,335.86
57,1,110.38
73,1,173.9
277,1,180.60000000000002
180,1,80.82
7,2,178.05
3,16,2094.88
42,3,1837.28
